,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
412,Fordham (Bronx),40.86099679638654,-73.89642655981623,Three  Spanish  Restaurant,40.85996623672953,-73.89337323283542,Spanish Restaurant
413,Fordham (Bronx),40.86099679638654,-73.89642655981623,Famous Footwear,40.85971388179236,-73.89095093753623,Shoe Store
414,Fordham (Bronx),40.86099679638654,-73.89642655981623,Fordham Fried Chicken & Seafood Inc,40.861631431174374,-73.89823093356438,Fried Chicken Joint
415,Fordham (Bronx),40.86099679638654,-73.89642655981623,KFC,40.86214065551758,-73.8941879272461,Fast Food Restaurant
416,Fordham (Bronx),40.86099679638654,-73.89642655981623,TD Bank,40.8622147,-73.8976788,Bank
417,Fordham (Bronx),40.86099679638654,-73.89642655981623,Duane Reade,40.86208985,-73.8944704,Pharmacy
418,Fordham (Bronx),40.86099679638654,-73.89642655981623,Duane Reade,40.8621488,-73.899798,Pharmacy
419,Fordham (Bronx),40.86099679638654,-73.89642655981623,Old Navy,40.86167907714844,-73.89260864257812,Clothing Store
420,Fordham (Bronx),40.86099679638654,-73.89642655981623,Dunkin',40.859068397090866,-73.89853405120539,Donut Shop
421,Fordham (Bronx),40.86099679638654,-73.89642655981623,P.C. Richard & Son,40.86280495149502,-73.89712909487574,Electronics Store
422,Fordham (Bronx),40.86099679638654,-73.89642655981623,Dunkin',40.86245133983031,-73.9009391784766,Donut Shop
423,Fordham (Bronx),40.86099679638654,-73.89642655981623,Fordham Shopping District,40.86305643342819,-73.89413765091211,Miscellaneous Shop
424,Fordham (Bronx),40.86099679638654,-73.89642655981623,Walgreens,40.86138745491638,-73.8913768529892,Pharmacy
425,Fordham (Bronx),40.86099679638654,-73.89642655981623,Dunkin',40.86238044932447,-73.89370867119895,Donut Shop
426,Fordham (Bronx),40.86099679638654,-73.89642655981623,Fordham Plaza,40.8614401969361,-73.8909101486206,Plaza
427,Fordham (Bronx),40.86099679638654,-73.89642655981623,Planet Fitness,40.86261880907894,-73.89439013170312,Gym / Fitness Center
428,Fordham (Bronx),40.86099679638654,-73.89642655981623,El Valle Restaurant Sport Bar,40.862359000000005,-73.90084399999999,Spanish Restaurant
429,Fordham (Bronx),40.86099679638654,-73.89642655981623,Checkers,40.86210149715707,-73.89182612299919,Fast Food Restaurant
430,Fordham (Bronx),40.86099679638654,-73.89642655981623,Gyro King,40.86232369540614,-73.90042695931973,Greek Restaurant
431,Fordham (Bronx),40.86099679638654,-73.89642655981623,Marshalls,40.8627052,-73.8973855,Department Store
432,Fordham (Bronx),40.86099679638654,-73.89642655981623,Taco Bell,40.86248779296875,-73.90200805664062,Fast Food Restaurant
433,Fordham (Bronx),40.86099679638654,-73.89642655981623,McDonald's,40.861685,-73.892471,Fast Food Restaurant
434,Fordham (Bronx),40.86099679638654,-73.89642655981623,Jimbo's Hamburger Palace,40.86077117919922,-73.89849090576172,American Restaurant
435,Fordham (Bronx),40.86099679638654,-73.89642655981623,MTA Subway - Fordham Rd (B/D),40.86148762937086,-73.89774823066443,Metro Station
436,Fordham (Bronx),40.86099679638654,-73.89642655981623,Cohen Fashion Optical,40.862045,-73.897806,Optical Shop
437,Fordham (Bronx),40.86099679638654,-73.89642655981623,Dr. Jays Ladies,40.862429999999996,-73.89535500000001,Women's Store
438,Fordham (Bronx),40.86099679638654,-73.89642655981623,Claire's,40.861917,-73.895524,Accessories Store
439,Fordham (Bronx),40.86099679638654,-73.89642655981623,Burlington,40.86223434353856,-73.89105126077118,Outlet Store
440,Fordham (Bronx),40.86099679638654,-73.89642655981623,Fresh Frutii,40.861625,-73.89894699999999,Juice Bar
441,Fordham (Bronx),40.86099679638654,-73.89642655981623,24 Hour Fitness,40.861418551442696,-73.89146133625549,Gym / Fitness Center
442,Fordham (Bronx),40.86099679638654,-73.89642655981623,Wendys 14,40.858837,-73.896189,Fast Food Restaurant
443,Fordham (Bronx),40.86099679638654,-73.89642655981623,Best Buy,40.8608744,-73.8916732,Electronics Store
444,Fordham (Bronx),40.86099679638654,-73.89642655981623,North End Wine and Liquor Store,40.86113092660031,-73.89202352931063,Liquor Store
445,Fordham (Bronx),40.86099679638654,-73.89642655981623,Parilla Latina,40.861009386607606,-73.89194477395704,Latin American Restaurant
446,Fordham (Bronx),40.86099679638654,-73.89642655981623,Sun Deli,40.860082,-73.89209,Deli / Bodega
447,Fordham (Bronx),40.86099679638654,-73.89642655981623,Golden Krust Caribbean Restaurant,40.8615608215332,-73.89178466796875,Caribbean Restaurant
448,Fordham (Bronx),40.86099679638654,-73.89642655981623,Fordham Rd & Jerome Ave,40.862755,-73.90107,Intersection
449,Fordham (Bronx),40.86099679638654,-73.89642655981623,Compare Foods,40.860567162596894,-73.8912322890967,Grocery Store
450,Fordham (Bronx),40.86099679638654,-73.89642655981623,Papaye Restaurant,40.85740693073101,-73.89973827631786,African Restaurant
451,Fordham (Bronx),40.86099679638654,-73.89642655981623,Poe Visitors Center,40.865168,-73.894674,Historic Site
452,Fordham (Bronx),40.86099679638654,-73.89642655981623,East Fordham Road,40.86114473768955,-73.89052603849369,Plaza
453,East Tremont (Bronx),40.84269615786053,-73.88735617532338,North Star Cafe,40.84333558876738,-73.88698194733944,Café
454,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Papa John's Pizza,40.84284985446247,-73.8862186006117,Pizza Place
455,East Tremont (Bronx),40.84269615786053,-73.88735617532338,T-Mobile,40.84541855376154,-73.8907029479742,Mobile Phone Shop
456,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Dunkin',40.844082372466524,-73.88877969442495,Donut Shop
457,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Domino's Pizza,40.84194916148795,-73.8836145401001,Pizza Place
458,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Family Dollar,40.841417,-73.883174,Discount Store
459,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Pizza Italia,40.845755294917865,-73.88392107699579,Pizza Place
460,East Tremont (Bronx),40.84269615786053,-73.88735617532338,El Nuevo Bohio,40.843955530136746,-73.88802459906229,Puerto Rican Restaurant
461,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Chase Bank,40.845679,-73.891206,Bank
462,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Foot Locker,40.84428871313032,-73.88821586966515,Shoe Store
463,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Eros Lounge,40.84351902333243,-73.88567100002814,Lounge
464,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Fairmont Playground,40.843,-73.890037,Playground
465,East Tremont (Bronx),40.84269615786053,-73.88735617532338,El Valle Restaurant,40.844964000000004,-73.889647,Restaurant
466,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Cosmos Restaurant,40.844806,-73.890364,Breakfast Spot
467,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Perfect Nail Salon,40.84482,-73.89050999999999,Cosmetics Shop
468,East Tremont (Bronx),40.84269615786053,-73.88735617532338,JJ Restaurant & Cuchifritos,40.845024492543835,-73.89045477152554,Spanish Restaurant
469,East Tremont (Bronx),40.84269615786053,-73.88735617532338,Fine Fare,40.844861,-73.89090999999999,Supermarket
470,East Tremont (Bronx),40.84269615786053,-73.88735617532338,2001 Gourmet Deli,40.846653,-73.889216,Deli / Bodega
471,West Farms (Bronx),40.83947505672653,-73.87774474910545,Tropicana Theatere & Lounge,40.83740441148761,-73.87792219453874,Lounge
472,West Farms (Bronx),40.83947505672653,-73.87774474910545,Subway,40.840606498368906,-73.8791526750274,Sandwich Place
473,West Farms (Bronx),40.83947505672653,-73.87774474910545,Jimbo's Hamburger Palace,40.839217439995124,-73.87803216408489,Diner
474,West Farms (Bronx),40.83947505672653,-73.87774474910545,Dunkin',40.84018653648655,-73.8765300349703,Donut Shop
475,West Farms (Bronx),40.83947505672653,-73.87774474910545,Chase Bank,40.837704,-73.882952,Bank
476,West Farms (Bronx),40.83947505672653,-73.87774474910545,Bronx River Art Center,40.840601214950766,-73.87895005547816,Art Gallery
477,West Farms (Bronx),40.83947505672653,-73.87774474910545,MTA Regional Bus Depot - West Farms,40.83845935727748,-73.87797961707979,Bus Station
478,West Farms (Bronx),40.83947505672653,-73.87774474910545,Ink Studio Tattoos,40.840140000000005,-73.87614,Tattoo Parlor
479,West Farms (Bronx),40.83947505672653,-73.87774474910545,Alitalia Pizzeria Restaurant,40.839676000000004,-73.876021,Pizza Place
480,West Farms (Bronx),40.83947505672653,-73.87774474910545,Drew Gardens,40.83971432609462,-73.87958169919055,Outdoors & Recreation
481,West Farms (Bronx),40.83947505672653,-73.87774474910545,Food Hai,40.840579,-73.87948,Chinese Restaurant
482,West Farms (Bronx),40.83947505672653,-73.87774474910545,MTA New York City Bus - Bx9/Bx36/Q44 +SBS+ @ Boston Road and E. 180th Street,40.84224319458008,-73.87834167480469,Bus Stop
483,West Farms (Bronx),40.83947505672653,-73.87774474910545,Showtime Basketball Courts,40.83702558134896,-73.87958744139678,Basketball Court
484,West Farms (Bronx),40.83947505672653,-73.87774474910545,"MTA MaBSTOA Bus at East 180th St & Devoe Ave: (Bx9, Q44 Last Stop)",40.84207699688499,-73.87606143951416,Bus Station
485,West Farms (Bronx),40.83947505672653,-73.87774474910545,Prospect Coffee Shop,40.83757698149015,-73.88083923833605,Coffee Shop
486,West Farms (Bronx),40.83947505672653,-73.87774474910545,"MTA MaBSTOA Bus at E. 180th Street & Boston Road (Bronx Zoo): (Bx9, Bx36, Q44)",40.842805362000476,-73.87853232680847,Bus Station
487,West Farms (Bronx),40.83947505672653,-73.87774474910545,Curves,40.840799,-73.87334399999999,Gym
488,West Farms (Bronx),40.83947505672653,-73.87774474910545,River Park,40.84306197093502,-73.87752023628035,Park
489,West Farms (Bronx),40.83947505672653,-73.87774474910545,Havanna Cafe,40.83931427825235,-73.88252742887671,Cuban Restaurant
490,West Farms (Bronx),40.83947505672653,-73.87774474910545,"El Salvadoreño, bar & restaurante",40.84068916531468,-73.87296082348136,Latin American Restaurant
491,West Farms (Bronx),40.83947505672653,-73.87774474910545,MTA Bus - BxM10 Express at Morris Park Avenue & East 180th Street (First / Last Stop in Bronx),40.841029342464466,-73.87284894936218,Bus Station
492,West Farms (Bronx),40.83947505672653,-73.87774474910545,MTA Subway - E 180th St (2/5),40.84195119062317,-73.87352406978607,Metro Station
493,West Farms (Bronx),40.83947505672653,-73.87774474910545,Bronx River Park,40.843561,-73.87708,Park
494,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Rite Aid,40.8356081,-73.9281081,Pharmacy
495,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Retro Fitness,40.83664560175845,-73.92268259017965,Gym
496,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Little Caesars Pizza,40.836028999999996,-73.921468,Pizza Place
497,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,CVS pharmacy,40.83530662693773,-73.92072176482903,Pharmacy
498,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Domino's Pizza,40.83587284041261,-73.92099072040764,Pizza Place
499,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Mullaly Park,40.83291951037224,-73.92433132931737,Park
500,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Justine Restaurant,40.83550247618264,-73.92143941036181,Latin American Restaurant
501,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Happy Garden,40.836523,-73.927094,Asian Restaurant
502,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Associated Supermarket,40.83581338438335,-73.9276975828328,Supermarket
503,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Fine Fare,40.83573590003396,-73.92779294628667,Market
504,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Bx 13 166 St,40.83560800787969,-73.9279004597741,Bus Station
505,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Anthony's Pizzeria,40.83755111694336,-73.92729187011719,Pizza Place
506,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Bx 13 168 St Ogden Ave,40.83822881438024,-73.92627223956865,Bus Station
507,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Deli & Grocery Store,40.838417453658316,-73.92579525055189,Deli / Bodega
508,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Zhuo Hua,40.838115,-73.92465200000001,Food
509,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,wah yong,40.83821105957031,-73.92478942871094,Chinese Restaurant
510,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Dunkin',40.83542014841014,-73.92101154896716,Donut Shop
511,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,165 St and Nelson Ave,40.83430707833217,-73.92746582953727,Deli / Bodega
512,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Tito Empanadas Y Mas,40.83626352649362,-73.92262053679708,Spanish Restaurant
513,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,New York Yankees Clubhouse,40.836733656446015,-73.92969324582211,Sports Club
514,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,"City Fried Chicken - Bronx, NY",40.834657,-73.92871,Food
515,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Dong King,40.833692,-73.92746600000001,Chinese Restaurant
516,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,El Tina,40.83868646276654,-73.92967028289803,Seafood Restaurant
517,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,MTA Bx11/Bx13 Bus Stop,40.84015,-73.924904,Bus Station
518,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,La Fuente Restaurant,40.833662,-73.92925699999999,Spanish Restaurant
519,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Jing Xin Chinese Restaurant,40.83366394042969,-73.92925262451172,Chinese Restaurant
520,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,El Caldero Restaurant & Sports Bar,40.837514,-73.920771,Latin American Restaurant
521,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Jerome's Tropical  Restaurant,40.83742141723633,-73.92066955566406,Spanish Restaurant
522,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,Giovanni's Iv Italian Restaurant & Pizzeria,40.83523897751603,-73.92086126199786,Italian Restaurant
523,High  Bridge (Bronx),40.836623010706056,-73.9261020935813,China Wang,40.841026306152344,-73.92526245117188,Chinese Restaurant
524,Melrose (Bronx),40.819754370594936,-73.90942160757436,Lechonera La Piraña,40.81576595275613,-73.90691269134034,Food Truck
525,Melrose (Bronx),40.819754370594936,-73.90942160757436,Subway,40.820287044301864,-73.91275633510156,Sandwich Place
526,Melrose (Bronx),40.819754370594936,-73.90942160757436,Blink Fitness,40.81947,-73.910522,Gym
527,Melrose (Bronx),40.819754370594936,-73.90942160757436,Pizza Hut,40.816248,-73.910317,Pizza Place
528,Melrose (Bronx),40.819754370594936,-73.90942160757436,Perry Coffee Shop.,40.823181,-73.910928,Diner
529,Melrose (Bronx),40.819754370594936,-73.90942160757436,Dollar Tree,40.8159363636364,-73.9103745454545,Discount Store
530,Melrose (Bronx),40.819754370594936,-73.90942160757436,Mattress Firm,40.818739,-73.913877,Mattress Store
531,Melrose (Bronx),40.819754370594936,-73.90942160757436,Subway,40.823119,-73.910767,Sandwich Place
532,Melrose (Bronx),40.819754370594936,-73.90942160757436,GNC,40.818237469282394,-73.91488436020516,Supplement Shop
533,Melrose (Bronx),40.819754370594936,-73.90942160757436,Domino's Pizza,40.81982581801686,-73.91359559729159,Pizza Place
534,Melrose (Bronx),40.819754370594936,-73.90942160757436,Walgreens,40.8194552,-73.9129806,Pharmacy
535,Melrose (Bronx),40.819754370594936,-73.90942160757436,Dunkin',40.8199185,-73.9135069,Donut Shop
536,Melrose (Bronx),40.819754370594936,-73.90942160757436,CTown Supermarkets,40.82337247401143,-73.9089269883284,Grocery Store
537,Melrose (Bronx),40.819754370594936,-73.90942160757436,Staples,40.81917792563707,-73.91373910011791,Paper / Office Supplies Store
538,Melrose (Bronx),40.819754370594936,-73.90942160757436,Little Caesars Pizza,40.820126,-73.912712,Pizza Place
539,Melrose (Bronx),40.819754370594936,-73.90942160757436,Aldi,40.8192658,-73.9135694,Supermarket
540,Melrose (Bronx),40.819754370594936,-73.90942160757436,Marshalls,40.8179276,-73.9147179,Department Store
541,Melrose (Bronx),40.819754370594936,-73.90942160757436,Rite Aid,40.819402000000004,-73.913044,Pharmacy
542,Melrose (Bronx),40.819754370594936,-73.90942160757436,food town,40.82152768367382,-73.91201315442437,Supermarket
543,Melrose (Bronx),40.819754370594936,-73.90942160757436,Old Bronx Courthouse,40.82289406790778,-73.90956520155662,Art Gallery
544,Melrose (Bronx),40.819754370594936,-73.90942160757436,Forman Mills,40.81953765316625,-73.91368592998396,Clothing Store
545,Melrose (Bronx),40.819754370594936,-73.90942160757436,Cinco de Mayo,40.82267438620963,-73.9115917352008,Mexican Restaurant
546,Melrose (Bronx),40.819754370594936,-73.90942160757436,Bravo Supermarkets,40.81780882,-73.90552901,Grocery Store
547,Melrose (Bronx),40.819754370594936,-73.90942160757436,Senshi Okami Martial Arts Center,40.81929518737401,-73.91415820740936,Martial Arts School
548,Melrose (Bronx),40.819754370594936,-73.90942160757436,Linda's Pizzeria,40.82376,-73.908632,Pizza Place
549,Melrose (Bronx),40.819754370594936,-73.90942160757436,The Northrose,40.823951484543606,-73.9101617567809,Gym / Fitness Center
550,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Pio Pio,40.80604732187535,-73.91418540969559,Peruvian Restaurant
551,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Golden Pizza,40.80759560775795,-73.91931837081113,Pizza Place
552,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Dollar Tree,40.806340754717,-73.9163441509434,Discount Store
553,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Ray's Pizza Restaurant,40.80708,-73.91752,Pizza Place
554,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,T-Mobile,40.80729361956614,-73.91919457981203,Mobile Phone Shop
555,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,U-Haul Moving & Storage of Port Morris,40.803854,-73.911245,Storage Facility
556,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Dunkin',40.807650351306286,-73.91887973235742,Donut Shop
557,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Pioneer Supermarket,40.807118,-73.916884,Grocery Store
558,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Dunkin',40.80567013234408,-73.91133806524977,Donut Shop
559,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Rite Aid,40.8071936,-73.9179348,Pharmacy
560,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Rainbow Shops,40.80687593384028,-73.91702745034081,Women's Store
561,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,antiquarian cookbook store,40.80288898269176,-73.91549015883658,Bookstore
562,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Randalls Field Island 2,40.802808512964205,-73.91643744632948,Baseball Field
563,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,The Bronx Box,40.807089517104146,-73.91152774392162,Gym
564,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,CrossFit SoBro (South Bronx),40.807106109371404,-73.91147735194403,Gym
565,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Tanner Lumber Inc.,40.80290707,-73.91814732,Hardware Store
566,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Seafood Kingz,40.80376589168608,-73.91997394554181,Fish & Chips Shop
567,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Milk Burger,40.80355153583704,-73.91999199112358,Burger Joint
568,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Rincon Ecuatoriano,40.803759,-73.911875,Latin American Restaurant
569,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Carmen And Cindy's,40.80321502685547,-73.91236114501953,Spanish Restaurant
570,Mott Haven (Bronx),40.80623874935177,-73.91609987487575,Zaros Bread Basket,40.803867,-73.920739,Bakery
571,Port Morris (Bronx),40.801663627756206,-73.91322139386135,The Bronx Brewery,40.80177432001329,-73.91029715538025,Brewery
572,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Pio Pio,40.80604732187535,-73.91418540969559,Peruvian Restaurant
573,Port Morris (Bronx),40.801663627756206,-73.91322139386135,U-Haul Moving & Storage of Port Morris,40.803854,-73.911245,Storage Facility
574,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Dunkin',40.80567013234408,-73.91133806524977,Donut Shop
575,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Port Morris Distillery,40.800526,-73.913513,Distillery
576,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Carmen And Cindy's,40.80321502685547,-73.91236114501953,Spanish Restaurant
577,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Walnut Bus Stop,40.800515999999995,-73.910598,Restaurant
578,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Rincon Ecuatoriano,40.803759,-73.911875,Latin American Restaurant
579,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Randalls Field Island 2,40.802808512964205,-73.91643744632948,Baseball Field
580,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Johnstone Supply Bronx,40.8033874695234,-73.90911374859743,Furniture / Home Store
581,Port Morris (Bronx),40.801663627756206,-73.91322139386135,Jonathan Adler Warehouse Sale,40.802809532205615,-73.90796336529024,Furniture / Home Store
582,Port Morris (Bronx),40.801663627756206,-73.91322139386135,138th street bodega,40.806068408057534,-73.9143074782815,Grocery Store
583,Longwood (Bronx),40.81509904545822,-73.8957882009446,Real Azteca Restaurant,40.81525226803688,-73.89402465895539,Mexican Restaurant
584,Longwood (Bronx),40.81509904545822,-73.8957882009446,Subway,40.8163212057934,-73.89664561468527,Sandwich Place
585,Longwood (Bronx),40.81509904545822,-73.8957882009446,Dunkin',40.81660291715015,-73.89218437361069,Donut Shop
586,Longwood (Bronx),40.81509904545822,-73.8957882009446,CTown Supermarkets,40.81696566873799,-73.89580383896828,Grocery Store
587,Longwood (Bronx),40.81509904545822,-73.8957882009446,McDonald's,40.81695971032464,-73.89253154397016,Fast Food Restaurant
588,Longwood (Bronx),40.81509904545822,-73.8957882009446,El Valle Restaurant,40.81611317943814,-73.89630997108353,Latin American Restaurant
589,Longwood (Bronx),40.81509904545822,-73.8957882009446,Di-Elle's Restaurant,40.817116072359624,-73.89642925178612,Diner
590,Longwood (Bronx),40.81509904545822,-73.8957882009446,MATECAÑA,40.81684494018555,-73.9010009765625,Deli / Bodega
591,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,Chase Bank,40.810907,-73.883265,Bank
592,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,Hunts Point Terminal Market,40.812624369344505,-73.88093908080793,Farmers Market
593,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,Fratellis Pizza Cafe,40.809804094265985,-73.88076041395101,Pizza Place
594,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,the point cafe & grill,40.809757377602175,-73.88073013708618,Café
595,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,City Produce (Gristedes Supermarkets Warehouse),40.808241,-73.881128,Grocery Store
596,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,Randall Restaurant,40.812151,-73.884431,Spanish Restaurant
597,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,Mogridder's BBQ,40.81237409029732,-73.88382514368304,BBQ Joint
598,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,Sanitation Salvage Corp.,40.80888,-73.88706,Waste Facility
599,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,"Dairyland, The Chefs' Warehouse",40.806282,-73.883848,Gourmet Shop
600,Hunts Point (Bronx),40.80972987938709,-73.88331505955291,Hunts Point Juice Bar,40.812228000000005,-73.887617,Juice Bar
601,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Dollar General,40.824978,-73.89967,Discount Store
602,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Baskin-Robbins,40.8251173,-73.9003756,Ice Cream Shop
603,Morrisania (Bronx),40.82359198585534,-73.90150648943059,SUBWAY,40.82004529984566,-73.90167646132129,Sandwich Place
604,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Dunkin',40.825025521983676,-73.90030062179157,Donut Shop
605,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Longwood Fish Market,40.8193886675347,-73.90196112955415,Fish Market
606,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Dunkin',40.819975290540626,-73.9018064145913,Donut Shop
607,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Dollar Tree,40.82154,-73.897385,Discount Store
608,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Rite Aid,40.81958634904598,-73.90115350484854,Pharmacy
609,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Western Beef,40.8249042352387,-73.89995318435037,Grocery Store
610,Morrisania (Bronx),40.82359198585534,-73.90150648943059,McDonald's,40.819665,-73.901987,Fast Food Restaurant
611,Morrisania (Bronx),40.82359198585534,-73.90150648943059,White Castle,40.82196576899963,-73.89745368185665,Fast Food Restaurant
612,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Four Aces Liquors Inc,40.823342,-73.900398,Liquor Store
613,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Great Wall Chinese Food,40.823273182797735,-73.90004240721701,Chinese Restaurant
614,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Fish N Chips,40.822777,-73.90254300000001,Seafood Restaurant
615,Morrisania (Bronx),40.82359198585534,-73.90150648943059,MTA Bx6 AT 163rd & Trinity Ave,40.823266462592336,-73.90536824776562,Bus Station
616,Morrisania (Bronx),40.82359198585534,-73.90150648943059,San Marcos,40.822229,-73.897143,Latin American Restaurant
617,Morrisania (Bronx),40.82359198585534,-73.90150648943059,"MTA MaBSTOA Bus at Westchester Ave & Prospect Ave: (Bx4, Bx4A, Bx17, Bx46)",40.81970407848528,-73.901606798172,Bus Station
618,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Giovani's Big Pizza,40.81970573131934,-73.90166616609164,Pizza Place
619,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Intervale Avenue,40.82216329726711,-73.89665253396099,Bowling Alley
620,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Deals,40.819495,-73.90092,Discount Store
621,Morrisania (Bronx),40.82359198585534,-73.90150648943059,Price Choice,40.82241225471763,-73.89622764731743,Grocery Store
622,Soundview (Bronx),40.821012197914015,-73.86574609554924,Jimbo's,40.82336160292545,-73.86814504394364,Breakfast Spot
623,Soundview (Bronx),40.821012197914015,-73.86574609554924,Rite Aid,40.8230921,-73.8687359,Pharmacy
624,Soundview (Bronx),40.821012197914015,-73.86574609554924,Papa Chu Deli and Grocery,40.820735931396484,-73.86585998535156,Grocery Store
625,Soundview (Bronx),40.821012197914015,-73.86574609554924,Golden City Chinese Restaurant,40.82143531101194,-73.86637130850734,Chinese Restaurant
626,Soundview (Bronx),40.821012197914015,-73.86574609554924,Kee Hing Restaurant,40.822140999999995,-73.8677,Chinese Restaurant
627,Soundview (Bronx),40.821012197914015,-73.86574609554924,Cee & Cee Store,40.82228469848633,-73.86762237548828,Discount Store
628,Soundview (Bronx),40.821012197914015,-73.86574609554924,Kansas Fried Chicken,40.822881,-73.86734100000001,Burger Joint
629,Soundview (Bronx),40.821012197914015,-73.86574609554924,World Famous New Orleans Chicken,40.82309623405406,-73.86746800399284,Fried Chicken Joint
630,Soundview (Bronx),40.821012197914015,-73.86574609554924,P.S 100,40.821968,-73.862645,Basketball Court
631,Soundview (Bronx),40.821012197914015,-73.86574609554924,MTA Bus - Story Av & Noble Av (Bx5),40.82282992165103,-73.86842787265778,Bus Stop
